Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
25046626,02/21/2013 10:19:13 PM,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,11211.0,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,,Assigned,03/30/2013 10:19:13 PM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",02/22/2013 03:44:03 PM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",True,True,True
23659532,07/21/2012 11:30:00 AM,07/25/2012 12:00:00 PM,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11211.0,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,07/25/2012 12:00:00 PM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",False,True,False
18837220,10/06/2010 10:36:48 PM,10/07/2010 01:51:51 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/07/2010 06:36:48 AM,The Police Department responded to the complaint and took action to fix the condition.,10/07/2010 12:00:00 AM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",True,False,False
18890419,10/14/2010 11:30:03 PM,10/15/2010 03:14:17 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/15/2010 07:30:03 AM,The Police Department responded to the complaint and took action to fix the condition.,10/15/2010 12:00:00 AM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",True,False,False
18898750,10/15/2010 10:35:42 PM,10/15/2010 10:53:19 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/16/2010 06:35:42 AM,The Police Department responded to the complaint and determined that police action was not necessary.,10/15/2010 12:00:00 AM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",True,False,False
18954568,10/22/2010 11:35:48 PM,10/23/2010 01:14:21 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/23/2010 07:35:48 AM,The Police Department responded to the complaint and took action to fix the condition.,10/23/2010 12:00:00 AM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",True,False,False
18962221,10/24/2010 01:05:12 AM,10/24/2010 04:17:03 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/24/2010 09:05:12 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,10/24/2010 12:00:00 AM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",True,False,False
18966260,10/24/2010 04:09:41 AM,10/24/2010 05:22:43 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11211,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/24/2010 12:09:41 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,10/24/2010 12:00:00 AM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",True,False,False
19001008,10/30/2010 01:59:25 AM,10/30/2010 04:41:01 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211.0,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/30/2010 09:59:25 AM,The Police Department responded to the complaint and took action to fix the condition.,10/30/2010 12:00:00 AM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",True,False,False
19028273,11/02/2010 10:45:11 PM,11/02/2010 11:21:33 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,683 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/03/2010 06:45:11 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/02/2010 12:00:00 AM,01 BROOKLYN,3027820040.0,BROOKLYN,999478.0,198514.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71153871739402,-73.9450714382363,"(40.71153871739402, -73.9450714382363)",True,False,False
