Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
27753469,04/01/2014 01:28:22 AM,04/01/2014 03:11:55 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10033.0,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,04/01/2014 09:28:22 AM,The Police Department responded to the complaint and took action to fix the condition.,04/01/2014 03:11:55 AM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",True,False,False
27763405,04/01/2014 10:16:13 PM,04/01/2014 10:53:20 PM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10033.0,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,04/02/2014 06:16:13 AM,The Police Department responded to the complaint and determined that police action was not necessary.,04/01/2014 10:53:20 PM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",True,False,False
30228691,03/21/2015 08:35:26 PM,03/21/2015 10:55:18 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10033.0,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,03/22/2015 04:35:26 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/21/2015 10:55:18 PM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",True,True,False
32045760,11/22/2015 03:54:57 AM,09/24/2018 11:38:19 AM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10033,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,,Closed,06/04/2016 08:54:51 AM,The Department of Parks and Recreation visited the location but could not find the tree condition you reported.,09/24/2018 11:38:19 AM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,OTHER,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",False,True,False
15695619,01/09/2010 12:25:39 PM,05/05/2010 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Excavation Undermining Adjacent Building,,10033.0,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and removed the stop work order.,05/05/2010 12:00:00 AM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",True,False,False
15843643,01/09/2010 12:17:07 PM,01/18/2010 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10033,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,01/18/2010 12:00:00 AM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",False,False,False
22843501,03/09/2012 02:16:59 AM,03/09/2012 03:26:05 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,10033,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,03/09/2012 10:16:59 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/09/2012 03:25:45 AM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",True,False,False
21607735,10/09/2011 01:33:23 AM,10/09/2011 03:31:05 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10033,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/09/2011 09:33:23 AM,The Police Department reviewed your complaint and provided additional information below.,10/09/2011 03:31:05 AM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",True,False,False
21612002,10/10/2011 12:04:09 AM,10/10/2011 04:32:30 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10033,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/10/2011 08:04:09 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/10/2011 04:32:31 AM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",True,False,False
21633270,10/13/2011 12:25:02 AM,10/13/2011 01:49:12 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10033.0,1455 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 182 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/13/2011 08:25:02 AM,The Police Department responded to the complaint and determined that police action was not necessary.,10/13/2011 01:49:12 AM,12 MANHATTAN,1021650038.0,MANHATTAN,1002783.0,249080.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85032261253479,-73.9330105687162,"(40.85032261253479, -73.9330105687162)",True,False,False
