Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
18910703,10/16/2010 02:15:00 AM,10/16/2010 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10021.0,1454 2 AVENUE,2 AVENUE,E 75 ST,E 76 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue with the sewer manhole cover.,10/16/2010 12:00:00 PM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,OTHER,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",False,False,False
18570149,08/27/2010 04:01:11 PM,09/07/2010 01:49:41 PM,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10021.0,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,,Closed,09/02/2010 09:57:17 AM,,09/07/2010 12:00:00 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",False,False,False
18907531,10/16/2010 08:33:25 PM,10/16/2010 10:32:38 PM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/17/2010 04:33:25 AM,The Police Department responded to the complaint and determined that police action was not necessary.,10/16/2010 12:00:00 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,False,False
18961658,10/23/2010 08:49:32 PM,10/23/2010 10:14:49 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/24/2010 04:49:32 AM,The Police Department responded to the complaint and determined that police action was not necessary.,10/23/2010 12:00:00 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,False,False
19168587,11/20/2010 09:52:22 PM,11/21/2010 02:54:53 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021.0,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/21/2010 05:52:22 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/21/2010 02:54:53 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,False,False
19292846,12/08/2010 09:22:26 PM,12/08/2010 09:35:05 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021.0,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,12/09/2010 05:22:26 AM,The Police Department responded to the complaint and took action to fix the condition.,12/08/2010 09:35:05 PM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,False,False
19555472,01/08/2011 09:44:46 PM,01/08/2011 09:55:06 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/09/2011 05:44:46 AM,The Police Department responded to the complaint and took action to fix the condition.,01/08/2011 09:55:07 PM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,False,False
19611125,01/16/2011 09:23:23 PM,01/17/2011 12:06:21 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/17/2011 05:23:23 AM,The Police Department responded to the complaint and took action to fix the condition.,01/17/2011 12:06:21 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,False,False
19767307,02/05/2011 09:34:32 PM,02/05/2011 11:18:12 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/06/2011 05:34:32 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/05/2011 11:18:12 PM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,False,False
20049507,03/17/2011 10:38:28 PM,03/17/2011 10:52:49 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021.0,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,03/18/2011 06:38:28 AM,The Police Department responded to the complaint and determined that police action was not necessary.,03/17/2011 10:52:49 PM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,False,False
20442377,05/16/2011 11:29:12 AM,06/07/2011 10:48:44 AM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10021.0,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,,Closed,11/14/2011 12:40:35 PM,The Department of Parks and Recreation inspected but the condition was not found.,06/07/2011 10:48:44 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",False,False,False
20577079,06/06/2011 06:01:15 PM,06/07/2011 10:47:39 AM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,,Closed,12/03/2011 06:01:15 PM,The Department of Parks and Recreation inspected but the condition was not found.,06/07/2011 10:47:39 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",False,False,False
20577080,06/06/2011 06:04:39 PM,06/25/2011 11:17:56 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,,Closed,06/14/2011 06:51:39 AM,The Department of Parks and Recreation has corrected the condition.,06/25/2011 11:17:56 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",False,False,False
21825964,11/05/2011 04:00:03 AM,11/05/2011 04:07:19 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/05/2011 12:00:03 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/05/2011 04:07:19 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,True,False
23361523,06/05/2012 09:51:13 PM,06/06/2012 01:23:19 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/06/2012 05:51:13 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/06/2012 01:23:19 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,True,False
23371191,06/07/2012 12:01:03 AM,06/07/2012 07:33:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10021,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/07/2012 08:01:03 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/07/2012 07:33:39 AM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,True,False
23377179,06/07/2012 01:27:47 PM,06/07/2012 01:45:56 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10021.0,1454 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/07/2012 09:27:47 PM,The Police Department reviewed your complaint and provided additional information below.,06/07/2012 01:45:56 PM,08 MANHATTAN,1014500049.0,MANHATTAN,996288.0,220281.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77128861832815,-73.95653905535347,"(40.77128861832815, -73.95653905535347)",True,True,False
