Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
26278697,09/09/2013 10:51:52 AM,09/10/2013 08:43:29 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Overcharge,,10002,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,,Closed,10/16/2013 08:42:29 AM,"The Department of Consumer Affairs is scheduling an inspection which will take place within 35 days. Please do not file duplicate complaints or call to check results during this time. After 35 days, call 311 with your Service Request Number and ask for Service Request Status - DCA.",09/10/2013 08:43:29 AM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,False,False
26403466,09/29/2013 05:12:08 PM,09/29/2013 06:30:55 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002.0,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/30/2013 01:12:08 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/29/2013 06:30:55 PM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,False,False
26478716,10/13/2013 06:47:41 PM,10/13/2013 07:10:17 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/14/2013 02:47:41 AM,The Police Department responded to the complaint and took action to fix the condition.,10/13/2013 07:10:17 PM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,False,False
26487897,10/15/2013 07:41:21 PM,10/16/2013 12:36:55 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/16/2013 03:41:21 AM,The Police Department responded to the complaint and determined that police action was not necessary.,10/16/2013 12:36:55 AM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,False,False
28186427,06/04/2014 04:24:56 PM,02/17/2015 03:17:58 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Sidewalk Blocked,,10002.0,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,,Closed,06/08/2014 04:24:56 PM,"Due to a limited technical problem, this request was not able to be fulfilled. The City apologizes for this error, which has since been corrected. 311 can assist those who want to create a new Service Request.",02/17/2015 03:17:58 PM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,False,False
28204624,06/06/2014 11:00:27 AM,02/17/2015 03:18:01 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Sidewalk Blocked,,10002.0,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,,Closed,06/10/2014 11:00:27 AM,"Due to a limited technical problem, this request was not able to be fulfilled. The City apologizes for this error, which has since been corrected. 311 can assist those who want to create a new Service Request.",02/17/2015 03:18:01 PM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,False,False
28183106,06/03/2014 02:24:35 PM,08/28/2014 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10002.0,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Environmental Control Board violation.,08/28/2014 12:00:00 AM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,False,False
29002964,10/03/2014 05:05:03 PM,10/07/2014 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10002.0,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",10/07/2014 12:00:00 AM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,True,False
29003026,10/03/2014 05:02:52 PM,10/07/2014 12:00:00 AM,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,10002.0,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",10/07/2014 12:00:00 AM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,True,False
29335886,11/20/2014 11:11:09 AM,01/10/2015 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10002.0,82 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Environmental Control Board violation.,01/10/2015 12:00:00 AM,03 MANHATTAN,1004170070.0,MANHATTAN,987352.0,202160.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.72155867453347,-73.98880916698917,"(40.72155867453347, -73.98880916698917)",True,True,False
