Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
31233062,08/05/2015 01:15:07 AM,08/05/2015 02:39:29 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372.0,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,08/05/2015 09:15:07 AM,The Police Department responded to the complaint and took action to fix the condition.,08/05/2015 02:39:06 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
31237352,08/05/2015 01:18:30 AM,08/05/2015 02:39:28 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372.0,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,08/05/2015 09:18:30 AM,The Police Department responded to the complaint and took action to fix the condition.,08/05/2015 02:39:00 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
31245999,08/05/2015 02:42:44 AM,08/05/2015 02:55:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372.0,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,08/05/2015 10:42:44 AM,The Police Department responded to the complaint and took action to fix the condition.,08/05/2015 02:54:24 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
31246039,08/05/2015 02:46:00 AM,08/05/2015 02:54:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372.0,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,08/05/2015 10:46:00 AM,The Police Department responded to the complaint and took action to fix the condition.,08/05/2015 02:54:15 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
29574264,12/24/2014 03:53:45 AM,12/24/2014 04:45:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,12/24/2014 11:53:45 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/24/2014 04:45:20 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
29708380,01/14/2015 01:16:28 AM,01/14/2015 01:39:27 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,01/14/2015 09:16:28 AM,The Police Department responded to the complaint and took action to fix the condition.,01/14/2015 01:39:28 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
29758082,01/21/2015 01:48:19 AM,01/21/2015 02:31:05 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372.0,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,01/21/2015 09:48:19 AM,The Police Department responded to the complaint and took action to fix the condition.,01/21/2015 02:31:05 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
30554356,05/06/2015 12:43:53 AM,05/06/2015 01:34:07 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372.0,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,05/06/2015 08:43:53 AM,The Police Department responded to the complaint and took action to fix the condition.,05/06/2015 01:34:07 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
30870741,06/17/2015 03:02:02 AM,06/17/2015 04:12:54 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,06/17/2015 11:02:02 AM,The Police Department responded to the complaint and took action to fix the condition.,06/17/2015 04:12:55 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
30983489,07/02/2015 01:45:30 AM,07/02/2015 02:56:52 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,94-25 37 AVENUE,37 AVENUE,94 STREET,95 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,07/02/2015 09:45:30 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2015 02:56:52 AM,03 QUEENS,4014680036.0,QUEENS,1019475.0,212901.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75097044888411,-73.8728654829498,"(40.75097044888411, -73.8728654829498)",True,False,False
