Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
19539842,01/06/2011 08:25:13 PM,01/01/1900 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11106.0,25-30 BROADWAY,BROADWAY,CRESCENT STREET,29 STREET,,,ADDRESS,ASTORIA,,,Assigned,02/12/2011 08:25:13 PM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",01/07/2011 04:10:35 PM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,False,False
20781638,07/07/2011 03:18:38 AM,01/01/1900 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,11106.0,25-30 BROADWAY,BROADWAY,CRESCENT STREET,29 STREET,,,ADDRESS,ASTORIA,,,Assigned,08/13/2011 03:18:38 AM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",07/08/2011 04:05:38 PM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,True,False
23143407,04/29/2012 08:53:02 AM,01/01/1900 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,11106.0,25-30 BROADWAY,BROADWAY,CRESCENT STREET,29 STREET,,,ADDRESS,ASTORIA,,,Assigned,06/05/2012 08:53:02 AM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",04/30/2012 09:51:34 AM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,True,False
16708833,05/21/2010 03:13:00 PM,06/13/2010 11:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Loud Music/Nighttime(Mark Date And Time) (NP1),,11106.0,25-30 BROADWAY,BROADWAY,CRESCENT ST,29 ST,,,ADDRESS,Astoria,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/13/2010 11:00:00 PM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,False,False
19336889,12/13/2010 02:35:00 PM,12/24/2010 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Loud Music/Nighttime(Mark Date And Time) (NP1),,11106.0,25-30 BROADWAY,BROADWAY,CRESCENT ST,29 ST,,,ADDRESS,Astoria,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/24/2010 01:45:00 AM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,False,False
16400533,04/09/2010 12:43:25 AM,04/09/2010 03:27:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106,25-30 BROADWAY,BROADWAY,CRESCENT STREET,29 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/09/2010 08:43:25 AM,,04/09/2010 12:00:00 AM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,False,False
16421418,04/11/2010 11:35:23 PM,04/12/2010 01:51:31 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106,25-30 BROADWAY,BROADWAY,CRESCENT STREET,29 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/12/2010 07:35:23 AM,,04/12/2010 12:00:00 AM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,False,False
16421976,04/12/2010 01:14:32 AM,04/12/2010 01:50:28 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106,25-30 BROADWAY,BROADWAY,CRESCENT STREET,29 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/12/2010 09:14:32 AM,,04/12/2010 12:00:00 AM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,False,False
16422209,04/12/2010 12:49:29 AM,04/12/2010 01:50:29 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106,25-30 BROADWAY,BROADWAY,CRESCENT STREET,29 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/12/2010 08:49:29 AM,,04/12/2010 12:00:00 AM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,False,False
16466715,04/18/2010 12:15:09 AM,04/18/2010 01:17:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106,25-30 BROADWAY,BROADWAY,CRESCENT STREET,29 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/18/2010 08:15:09 AM,,04/18/2010 12:00:00 AM,01 QUEENS,4005800029.0,QUEENS,1004138.0,217376.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76330097360273,-73.92820670637073,"(40.763300973602725, -73.92820670637074)",True,False,False
