Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
26252828,09/05/2013 12:29:04 AM,09/05/2013 02:35:44 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/05/2013 08:29:04 AM,The Police Department responded to the complaint and took action to fix the condition.,09/05/2013 02:35:44 PM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26257889,09/05/2013 12:24:36 AM,09/05/2013 02:35:48 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/05/2013 08:24:36 AM,The Police Department responded to the complaint and took action to fix the condition.,09/05/2013 02:35:48 PM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26275040,09/08/2013 12:28:56 AM,09/08/2013 07:19:40 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/08/2013 08:28:56 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/08/2013 07:19:40 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26352896,09/21/2013 01:07:49 AM,09/21/2013 01:54:19 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/21/2013 09:07:49 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/21/2013 01:54:19 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26353351,09/21/2013 02:51:04 AM,09/21/2013 10:43:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/21/2013 10:51:04 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/21/2013 10:43:10 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26353386,09/21/2013 03:44:38 AM,09/21/2013 10:42:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/21/2013 11:44:38 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/21/2013 10:42:07 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26357213,09/21/2013 03:20:33 AM,09/21/2013 10:42:08 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/21/2013 11:20:33 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/21/2013 10:42:08 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26375972,09/25/2013 11:59:55 PM,09/26/2013 12:33:17 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/26/2013 07:59:55 AM,The Police Department responded to the complaint and took action to fix the condition.,09/26/2013 12:33:17 PM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26378837,09/25/2013 06:34:22 PM,09/26/2013 04:41:42 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/26/2013 02:34:22 AM,The Police Department responded to the complaint and took action to fix the condition.,09/26/2013 04:41:42 PM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26384057,09/27/2013 12:13:50 AM,09/27/2013 04:32:10 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/27/2013 08:13:50 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2013 04:32:10 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26543781,10/24/2013 02:09:47 AM,10/24/2013 03:15:57 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/24/2013 10:09:47 AM,The Police Department responded to the complaint and took action to fix the condition.,10/24/2013 03:15:57 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26550492,10/24/2013 10:43:26 PM,10/24/2013 11:22:59 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/25/2013 06:43:26 AM,The Police Department responded to the complaint and took action to fix the condition.,10/24/2013 11:22:59 PM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26555422,10/24/2013 09:19:05 PM,10/24/2013 11:25:10 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/25/2013 05:19:05 AM,The Police Department responded to the complaint and took action to fix the condition.,10/24/2013 11:25:10 PM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26603488,11/02/2013 12:43:45 AM,11/02/2013 04:14:59 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/02/2013 08:43:45 AM,The Police Department issued a summons in response to the complaint.,11/02/2013 04:14:59 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26609297,11/02/2013 12:16:17 AM,11/02/2013 02:25:24 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211.0,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/02/2013 08:16:17 AM,The Police Department responded to the complaint and took action to fix the condition.,11/02/2013 02:25:24 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26649891,11/08/2013 11:30:05 PM,11/09/2013 02:00:58 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211.0,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/09/2013 07:30:05 AM,The Police Department issued a summons in response to the complaint.,11/09/2013 02:00:58 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,False
26691650,11/16/2013 12:43:05 AM,11/16/2013 06:45:30 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,524 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/16/2013 08:43:05 AM,The Police Department issued a summons in response to the complaint.,11/16/2013 06:45:30 AM,01 BROOKLYN,3027850013.0,BROOKLYN,998030.0,198326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711025075865436,-73.95029486869659,"(40.711025075865436, -73.9502948686966)",True,True,True
