Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
27764427,04/01/2014 08:46:06 PM,04/02/2014 09:02:07 AM,DOB,DOB Inspections - Queens,Construction,Initial - PA,Street Address,11419.0,117-15 101 AVENUE,101 AVENUE,117 STREET,118 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,,Closed,04/05/2014 08:46:06 PM,The Department of Buildings contacted you and scheduled an inspection. See Notes to Customer for more details.,04/02/2014 09:02:07 AM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",False,False,False
27806122,04/08/2014 02:16:57 PM,04/09/2014 08:51:43 AM,DOB,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11419,117-15 101 AVENUE,101 AVENUE,117 STREET,118 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,,Closed,04/12/2014 02:16:57 PM,The Department of Buildings contacted you and scheduled an inspection. See Notes to Customer for more details.,04/09/2014 08:51:43 AM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",False,False,False
29588219,12/29/2014 01:00:24 AM,12/29/2014 09:58:48 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11419.0,117-15 101 AVENUE,101 AVENUE,117 STREET,118 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,12/29/2014 09:00:24 AM,The Police Department reviewed your complaint and provided additional information below.,12/29/2014 09:58:48 PM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",True,True,False
30949201,06/28/2015 12:25:07 AM,06/28/2015 02:53:30 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11419.0,117-15 101 AVENUE,101 AVENUE,117 STREET,118 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,06/28/2015 08:25:07 AM,The Police Department responded to the complaint and took action to fix the condition.,06/28/2015 02:53:30 AM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",True,True,False
30953810,06/28/2015 12:28:49 AM,06/28/2015 03:24:55 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11419.0,117-15 101 AVENUE,101 AVENUE,117 STREET,118 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,06/28/2015 08:28:49 AM,The Police Department responded to the complaint and determined that police action was not necessary.,06/28/2015 03:24:55 AM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",False,True,False
31245596,08/05/2015 05:27:38 PM,08/07/2015 03:34:12 PM,DCA,Department of Consumer Affairs,Consumer Complaint,False Advertising,,11419.0,117-15 101 AVENUE,101 AVENUE,117 STREET,118 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,,Closed,08/09/2015 05:27:38 PM,The Department of Consumer Affairs has determined that this issue should be referred to the Department of Buildings. It has been referred to the Department of Buildings.,08/07/2015 03:34:12 PM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",True,True,False
31249032,08/05/2015 05:27:24 PM,09/06/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11419.0,117-15 101 AVENUE,101 AVENUE,,,,,ADDRESS,South Richmond Hill,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,09/06/2016 12:00:00 AM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",True,True,False
31508967,09/11/2015 08:43:00 AM,09/16/2015 12:00:00 PM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11419.0,117-15 101 AVENUE,101 AVENUE,117 STREET,118 STREET,,,ADDRESS,South Richmond Hill,,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,09/16/2015 12:00:00 PM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",True,True,False
18641282,09/08/2010 12:20:57 PM,09/08/2010 03:04:10 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,117-15 101 AVENUE,101 AVENUE,117 STREET,118 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,09/08/2010 08:20:57 PM,,09/08/2010 12:00:00 AM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",True,False,False
23798344,08/13/2012 02:41:57 PM,08/14/2012 04:32:23 PM,DOB,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11419,117-15 101 AVENUE,101 AVENUE,117 STREET,118 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,,Closed,08/17/2012 02:41:57 PM,The Department of Buildings contacted you and scheduled an inspection. See Notes to Customer for more details.,08/14/2012 04:32:23 PM,09 QUEENS,4094530022.0,QUEENS,1032093.0,190542.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.68954123591147,-73.82748346907741,"(40.68954123591147, -73.82748346907741)",False,False,False
