Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
19302356,12/09/2010 09:00:45 AM,01/01/1900 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,11103.0,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,,Assigned,01/15/2011 09:00:45 AM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",12/09/2010 03:49:33 PM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,False,False
22527346,01/16/2012 04:32:06 PM,01/01/1900 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,11103.0,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,,Assigned,02/22/2012 04:32:06 PM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",01/17/2012 04:40:24 PM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,True,False
21846284,11/08/2011 11:15:56 PM,01/01/1900 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,11103.0,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,,Assigned,12/15/2011 11:15:56 PM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",11/09/2011 04:47:20 PM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,True,False
16374365,04/05/2010 11:00:46 PM,04/05/2010 11:34:19 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/06/2010 07:00:46 AM,,04/05/2010 11:33:21 PM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,False,False
16374717,04/06/2010 12:53:29 AM,04/06/2010 02:18:02 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/06/2010 08:53:29 AM,,04/06/2010 02:17:32 AM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,False,False
16376113,04/05/2010 11:10:14 PM,04/05/2010 11:35:21 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/06/2010 07:10:14 AM,,04/05/2010 11:34:03 PM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,False,False
16376348,04/05/2010 10:52:35 PM,04/05/2010 11:44:37 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/06/2010 06:52:35 AM,,04/05/2010 11:44:36 PM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,False,False
16424773,04/13/2010 12:40:30 AM,04/13/2010 01:15:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/13/2010 08:40:30 AM,,04/13/2010 12:00:00 AM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,False,False
16425954,04/12/2010 11:06:51 PM,04/13/2010 12:18:14 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,04/13/2010 07:06:51 AM,,04/13/2010 12:00:00 AM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,False,False
16641788,05/13/2010 01:53:53 AM,05/13/2010 04:08:42 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,05/13/2010 09:53:53 AM,,05/13/2010 12:00:00 AM,01 QUEENS,4006300044.0,QUEENS,1007185.0,217977.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76494318338899,-73.91720535750666,"(40.76494318338899, -73.91720535750666)",True,False,False
