Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
24211787,10/16/2012 01:40:00 PM,10/22/2012 12:00:00 PM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11372.0,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,10/22/2012 12:00:00 PM,04 QUEENS,,QUEENS,1017253.0,211796.0,OTHER,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",True,False,False
16709644,05/21/2010 03:44:43 PM,06/08/2010 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11372,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,06/08/2010 12:00:00 AM,04 QUEENS,4015020105.0,QUEENS,1017253.0,211796.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",True,False,False
18293244,07/19/2010 12:26:28 PM,07/19/2010 02:18:19 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11372,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,07/19/2010 08:26:28 PM,,07/19/2010 12:00:00 AM,04 QUEENS,4015020105.0,QUEENS,1017253.0,211796.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",True,False,False
20052583,03/17/2011 03:56:10 PM,05/17/2011 06:17:42 AM,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Permit/License/Certificate,Other (Explain Below),11372.0,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,JACKSON HEIGHTS,,,Closed,05/16/2011 03:56:10 PM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",05/17/2011 06:17:42 AM,04 QUEENS,,QUEENS,1017253.0,211796.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",True,False,False
20308677,04/26/2011 11:09:13 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Other (Explain Below),11372,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,JACKSON HEIGHTS,,,Pending,05/10/2011 11:09:13 AM,The facility you reported will receive a sanitary inspection. All restaurants and mobile food vendors are inspected annually. Inspection results will be available in 45 days by calling 311 or going online to www.nyc.gov.,05/19/2011 08:05:08 AM,04 QUEENS,,QUEENS,1017253.0,211796.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",True,False,False
21879961,11/14/2011 09:57:31 AM,06/28/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,,11372,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,Jackson Heights,,,Closed,,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to gain access to the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/28/2012 12:00:00 AM,04 QUEENS,4015020105.0,QUEENS,1017253.0,211796.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",True,False,False
21880071,11/14/2011 10:01:59 AM,12/02/2011 12:00:00 AM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11372,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,Jackson Heights,,,Closed,,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to gain access to the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/02/2011 12:00:00 AM,04 QUEENS,4015020105.0,QUEENS,1017253.0,211796.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",True,False,False
22734203,02/17/2012 05:04:09 PM,02/17/2012 06:24:40 PM,NYPD,New York City Police Department,Drinking,Underage - Licensed Est,Club/Bar/Restaurant,11372,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,02/18/2012 01:04:09 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/17/2012 06:24:40 PM,04 QUEENS,,QUEENS,1017253.0,211796.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",True,False,False
22746444,02/20/2012 05:01:13 PM,02/21/2012 12:39:21 AM,NYPD,New York City Police Department,Drinking,Underage - Licensed Est,Club/Bar/Restaurant,11372,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,02/21/2012 01:01:13 AM,The Police Department responded to the complaint and took action to fix the condition.,02/21/2012 12:39:21 AM,04 QUEENS,,QUEENS,1017253.0,211796.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",True,False,False
22921090,03/19/2012 08:36:25 AM,03/20/2012 12:54:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11372,85-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,85 STREET,86 STREET,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/20/2012 12:54:00 PM,Unspecified QUEENS,,QUEENS,1017253.0,211796.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74794607764113,-73.88089056621507,"(40.74794607764113, -73.88089056621506)",False,False,False
