Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
26340244,09/18/2013 10:17:49 PM,09/18/2013 10:45:54 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10065,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/19/2013 06:17:49 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/18/2013 10:45:54 PM,08 MANHATTAN,1014570003.0,MANHATTAN,995204.0,216779.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.761677945790865,-73.96045834102597,"(40.76167794579087, -73.96045834102597)",True,False,False
26407524,09/30/2013 12:53:51 PM,09/30/2013 01:24:47 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10065.0,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/30/2013 08:53:51 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2013 01:24:47 PM,08 MANHATTAN,1014570003.0,MANHATTAN,995204.0,216779.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.761677945790865,-73.96045834102597,"(40.76167794579087, -73.96045834102597)",True,False,False
26516301,10/19/2013 10:26:56 PM,10/19/2013 11:34:04 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10065,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/20/2013 06:26:56 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/19/2013 11:34:04 PM,08 MANHATTAN,1014570003.0,MANHATTAN,995204.0,216779.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.761677945790865,-73.96045834102597,"(40.76167794579087, -73.96045834102597)",True,False,False
26525995,10/21/2013 10:51:32 AM,10/21/2013 01:48:50 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10065,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/21/2013 06:51:32 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/21/2013 01:48:50 PM,08 MANHATTAN,1014570003.0,MANHATTAN,995204.0,216779.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.761677945790865,-73.96045834102597,"(40.76167794579087, -73.96045834102597)",True,False,False
26654611,11/09/2013 11:18:13 PM,11/10/2013 02:14:53 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10065.0,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/10/2013 07:18:13 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/10/2013 02:14:53 AM,08 MANHATTAN,1014570003.0,MANHATTAN,995204.0,216779.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.761677945790865,-73.96045834102597,"(40.76167794579087, -73.96045834102597)",True,False,False
26795640,12/02/2013 02:29:01 AM,12/02/2013 06:31:01 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10065,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,12/02/2013 10:29:01 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/02/2013 06:31:01 AM,08 MANHATTAN,1014570003.0,MANHATTAN,995204.0,216779.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.761677945790865,-73.96045834102597,"(40.76167794579087, -73.96045834102597)",True,False,False
26881542,12/14/2013 01:25:23 AM,12/14/2013 03:11:14 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10065.0,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,12/14/2013 09:25:23 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/14/2013 03:11:14 AM,08 MANHATTAN,1014570003.0,MANHATTAN,995204.0,216779.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.761677945790865,-73.96045834102597,"(40.76167794579087, -73.96045834102597)",True,False,False
27011046,12/30/2013 11:27:55 AM,12/30/2013 03:22:03 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10065,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,12/30/2013 07:27:55 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/30/2013 03:22:03 PM,08 MANHATTAN,1014570003.0,MANHATTAN,995204.0,216779.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.761677945790865,-73.96045834102597,"(40.76167794579087, -73.96045834102597)",True,False,False
27248125,01/26/2014 03:42:30 AM,01/26/2014 04:55:34 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10065.0,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/26/2014 11:42:30 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/26/2014 04:55:34 AM,08 MANHATTAN,1014570003.0,MANHATTAN,995204.0,216779.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.761677945790865,-73.96045834102597,"(40.76167794579087, -73.96045834102597)",True,False,False
27470347,02/19/2014 10:35:21 AM,07/13/2015 12:00:00 AM,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10065.0,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",07/13/2015 12:00:00 AM,08 MANHATTAN,1014570003.0,MANHATTAN,995207.0,216777.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.76167245258792,-73.96044751491199,"(40.761672452587916, -73.96044751491199)",True,False,False
28357481,06/27/2014 06:15:11 PM,07/13/2015 12:00:00 AM,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10065.0,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,,Closed,,The conditions that led to original SWO have been partially rectified and some work may commence,07/13/2015 12:00:00 AM,08 MANHATTAN,1014570003.0,MANHATTAN,995207.0,216777.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.76167245258792,-73.96044751491199,"(40.761672452587916, -73.96044751491199)",True,False,False
29748540,01/19/2015 12:00:00 AM,03/30/2015 12:00:00 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10065.0,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",03/30/2015 12:00:00 AM,08 MANHATTAN,1014570003.0,MANHATTAN,995207.0,216777.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76167245258792,-73.96044751491199,"(40.761672452587916, -73.96044751491199)",True,False,False
29750134,01/19/2015 12:00:00 AM,01/20/2015 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10065.0,1134 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",01/20/2015 12:00:00 AM,08 MANHATTAN,1014570003.0,MANHATTAN,995207.0,216777.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76167245258792,-73.96044751491199,"(40.761672452587916, -73.96044751491199)",True,False,False
