Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,relevant_infraction,preceding_year,preceding_month
26241949,09/02/2013 11:27:00 AM,09/03/2013 12:00:00 PM,DSNY,A - Queens,Other Enforcement,E2A Storage Of Receptacles,Sidewalk,11421.0,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,Woodhaven,,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,09/03/2013 12:00:00 PM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,True,True
16514122,04/24/2010 09:53:13 AM,04/24/2010 11:07:23 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11421,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,04/24/2010 05:53:13 PM,,04/24/2010 12:00:00 AM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,False,False
16854969,06/13/2010 04:27:47 AM,06/13/2010 07:17:54 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11421,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,06/13/2010 12:27:47 PM,,06/13/2010 12:00:00 AM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,False,False
16916676,06/22/2010 10:37:29 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Mixed Use Building,11421.0,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,WOODHAVEN,,,Pending,07/22/2010 10:37:29 AM,,07/14/2010 04:08:45 AM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,False,False
19320481,12/11/2010 10:20:53 PM,12/11/2010 11:37:28 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11421,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,12/12/2010 06:20:53 AM,The Police Department responded to the complaint and took action to fix the condition.,12/11/2010 11:37:28 PM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,False,False
19758134,02/04/2011 11:18:32 PM,02/05/2011 12:39:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11421,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,02/05/2011 07:18:32 AM,The Police Department responded to the complaint and took action to fix the condition.,02/05/2011 12:39:20 AM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,False,False
19855882,02/18/2011 12:28:32 AM,02/18/2011 05:06:48 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11421,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,02/18/2011 08:28:32 AM,The Police Department responded to the complaint and took action to fix the condition.,02/18/2011 05:06:48 AM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,False,False
20204435,04/09/2011 03:39:07 AM,04/09/2011 05:19:19 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11421,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,04/09/2011 11:39:07 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/09/2011 05:19:19 AM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,False,False
20423826,12/15/2010 12:48:35 PM,08/18/2011 12:00:00 AM,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,11421,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,WOODHAVEN,,,Closed,,The Department of Buildings investigated this complaint and issued an Environmental Control Board violation.,08/18/2011 12:00:00 AM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,False,False
21007712,08/11/2011 01:54:12 AM,08/11/2011 05:51:01 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11421,97-07 JAMAICA AVENUE,JAMAICA AVENUE,97 STREET,98 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,08/11/2011 09:54:12 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/11/2011 05:51:01 AM,09 QUEENS,4088920261.0,QUEENS,1026267.0,192389.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69464039249231,-73.84847981140588,"(40.69464039249231, -73.84847981140587)",True,False,False
